gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,biotype
ENSG00000279942,83.86284678913286,-3.385004081387019,0.4271988168817752,-7.923720636903821,2.3050718608816486e-15,4.965355295525159e-11,RP1-153P14.7,TEC
ENSG00000227920,54.19841771880191,-3.0512288975246875,0.40425541226412265,-7.54777500797231,4.427569328767019e-14,4.768713545548518e-10,RP1-153P14.5,lincRNA
ENSG00000210082,60131.69629319126,-1.006859443144149,0.1739505591109993,-5.78819319862987,7.114755292870441e-09,5.1086314587907385e-05,MT-RNR2,Mt_rRNA
ENSG00000179253,85.94048466459427,1.3788086979045826,0.24549569349879422,5.616427230367504,1.9494629529210497e-08,0.00010498345367218083,RP11-429E11.3,antisense
ENSG00000186197,193.7223946932252,-1.0910725783224289,0.2084210568944843,-5.234944081848686,1.6503481969142143e-07,0.0005925842116878036,EDARADD,protein_coding
ENSG00000000938,416.02880523465456,-1.5645659641727625,0.2988711152216051,-5.234918613706373,1.6505757718429144e-07,0.0005925842116878036,FGR,protein_coding
ENSG00000187037,23.54811320990437,-3.534979570738431,0.680136241845782,-5.197458028622408,2.0203213598723316e-07,0.0006217106059001413,GPR141,protein_coding
ENSG00000275895,1406.4622067161185,-1.410508591941121,0.27451026743546014,-5.138272623164248,2.7727542570702537e-07,0.0007412910864277975,U2AF1L5,protein_coding
ENSG00000204644,37.85032263304015,-8.734841845955277,1.7068786049851934,-5.117435897575767,3.0971727300729666e-07,0.0007412910864277975,ZFP57,protein_coding
ENSG00000100453,64.71594392854098,-2.182057916974081,0.43876882936135425,-4.973137950911769,6.587774667873962e-07,0.00141907254120673,GZMB,protein_coding
ENSG00000171570,38.72405511661158,-2.4315392983388238,0.49357807864088193,-4.926351885469302,8.377906429318078e-07,0.0016406225672176429,RAB4B-EGLN2,protein_coding
ENSG00000134765,450.09508325466356,1.0754645420350424,0.22555720958649958,4.768034433510801,1.860319933606414e-06,0.003082550129985828,DSC1,protein_coding
ENSG00000204110,14.802719329760148,-2.8160556737978073,0.5954696830360886,-4.729133579798285,2.2548000077969993e-06,0.0032380431311970106,RP1-153P14.8,lincRNA
ENSG00000158966,253.30569539977594,1.3462273986796516,0.28815249558041484,4.67192691136683,2.9838714507825144e-06,0.004017223432581634,CACHD1,protein_coding
ENSG00000167851,598.881435018543,-1.0202364529072159,0.22273013254780066,-4.580594647148878,4.63655726945398e-06,0.0052566357969109564,CD300A,protein_coding
ENSG00000176293,99.2875803229352,1.291862844242071,0.2837337068909048,4.553082037372423,5.2865645492335325e-06,0.005693894347751976,ZNF135,protein_coding
ENSG00000183734,54.624280514175794,-2.103405791678748,0.49148571110644146,-4.279688593476142,1.871549913924483e-05,0.015505791036864343,ASCL2,protein_coding
ENSG00000061337,174.64585584536437,-1.0554815284452357,0.24725340541792049,-4.26882504069542,1.9650532172362913e-05,0.015677485686106277,LZTS1,protein_coding
ENSG00000129116,54.874016718649216,-1.403293813795653,0.3356114375167151,-4.1813050954968185,2.8984063999398086e-05,0.02081152408703447,PALLD,protein_coding
ENSG00000253366,37.02516511160944,2.0148201581760965,0.49128669013781734,4.10110877950081,4.11175201171498e-05,0.028571370994952383,RP11-589F5.4,unprocessed_pseudogene
ENSG00000232208,12.90362209645763,2.7641269378259175,0.6777808833703843,4.078201385794199,4.538544656298101e-05,0.02962569407312648,RP3-477M7.5,processed_pseudogene
ENSG00000279166,35.375358834698375,-2.311457419665411,0.571595036812366,-4.04387244605166,5.257553001396284e-05,0.03157020281828252,RP11-107E5.3,TEC
ENSG00000272221,129.02286875708077,1.135723087669933,0.2828497076936651,4.0152881787664985,5.937320285202996e-05,0.03456643682798858,XXbac-BPG181B23.7,lincRNA
ENSG00000035720,102.19315004097942,1.0714096605685999,0.26907178887051225,3.981872886288364,6.837434649360465e-05,0.0387592578373352,STAP1,protein_coding
ENSG00000125657,26.624595595869053,-1.9988229091111314,0.5131687747338308,-3.895059496065161,9.817462895542368e-05,0.04918092284485539,TNFSF9,protein_coding
